iter	Logloss
149	0.545049164
150	0.5450265989
151	0.5449934288
152	0.5449580164
153	0.5448853212
154	0.5447949387
155	0.5447662809
156	0.5447203572
157	0.5446266247
158	0.5445444714
159	0.5444540767
160	0.5444311247
161	0.5443809813
162	0.5443226072
163	0.5442937725
164	0.5442795704
165	0.5442581539
166	0.5442509336
167	0.5441866294
168	0.5441627172
169	0.5440783616
170	0.5440653944
171	0.5440588026
172	0.5440239087
173	0.543990375
174	0.5439628186
175	0.5438793086
176	0.5438772961
177	0.543816437
178	0.5437902138
179	0.5437120867
180	0.5436743224
181	0.5436443572
182	0.54361824
183	0.5435340241
184	0.5435016982
185	0.5434793955
186	0.5434695424
187	0.5434149968
188	0.543392895
189	0.54335734
190	0.5433402405
191	0.5433341059
192	0.5432741158
193	0.5432690088
194	0.5432563446
195	0.5432329863
196	0.5431982426
197	0.5431881146
198	0.5431578611
199	0.5431087483
200	0.5430695464
201	0.5430610012
202	0.5430481886
203	0.5430354098
204	0.5430195882
205	0.5430059322
206	0.5429408401
207	0.5429135688
208	0.5428786981
209	0.542874719
210	0.5428621377
211	0.5428432829
212	0.5428426922
213	0.5428233014
214	0.5428092586
215	0.5427646468
216	0.5427532578
217	0.5427206811
218	0.5427165609
219	0.5427067014
220	0.5426901544
221	0.5426450966
222	0.5426400866
223	0.5425882065
224	0.5425683712
225	0.5425450448
226	0.5425379258
227	0.5425386122
228	0.5425303903
229	0.5425108464
230	0.5424527511
231	0.5424422568
232	0.5423750002
233	0.5423521693
234	0.5423188552
235	0.5423099591
236	0.5422860762
237	0.5422395647
238	0.5422181179
239	0.5422092959
240	0.542200132
241	0.5421979945
242	0.5421877531
243	0.5421426583
244	0.542138757
245	0.5421099319
246	0.5421046833
247	0.5420961194
248	0.5420858752
249	0.5420581604
250	0.5420433707
251	0.5420055029
252	0.5420008703
253	0.5419972207
254	0.5419902784
255	0.5419799004
256	0.5419709596
257	0.5419408872
258	0.5419210985
259	0.5419038018
260	0.5418949076
261	0.5418907818
262	0.5418751494
263	0.5418684235
264	0.5418401871
265	0.5418212652
266	0.5417923244
267	0.5417774435
268	0.5417677086
269	0.541746001
270	0.5417391658
271	0.5417357799
272	0.5417265858
273	0.5416996556
274	0.5416716868
275	0.5416592677
276	0.5416571563
277	0.5416541104
278	0.5416436495
279	0.5416365294
280	0.5416333806
281	0.5416293064
282	0.5416134944
283	0.541605342
284	0.5415882535
285	0.5415783304
286	0.5415683336
287	0.5415647944
288	0.5415408333
289	0.541526299
290	0.5415228536
291	0.5415182365
292	0.5415132795
293	0.5415087591
294	0.5415092491
295	0.5414930279
296	0.5414830078
297	0.5414599256
298	0.5414433774
299	0.5414308031
300	0.5414249463
301	0.5414181177
302	0.5414031381
303	0.5413983303
304	0.5413885506
305	0.5413799077
306	0.5413745532
307	0.5413589698
308	0.5413469496
309	0.5413237077
310	0.5413272003
311	0.5413253357
312	0.5413202779
313	0.5413188528
314	0.5413049008
315	0.5413022011
316	0.5412984713
317	0.5412966583
318	0.5412900162
319	0.541270647
320	0.541259896
321	0.5412518885
322	0.5412516434
323	0.5412446727
324	0.5412381393
325	0.5412315147
326	0.5412211947
327	0.5412103286
328	0.5412020283
329	0.5412030165
330	0.5411926117
331	0.5411876488
332	0.5411685917
333	0.5411574308
334	0.5411429869
335	0.5411343887
336	0.5411305676
337	0.541116233
338	0.5411068056
339	0.5411048887
340	0.5410850412
341	0.5410677549
342	0.5410674446
343	0.5410484308
344	0.5410458858
345	0.5410388179
346	0.5410348238
347	0.5410304989
348	0.5410129114
349	0.5410097038
350	0.540995453
351	0.540989555
352	0.5409806712
353	0.5409635258
354	0.5409540479
355	0.5409471203
356	0.5409411354
357	0.5409451133
358	0.5409397735
359	0.5409383464
360	0.5409329926
361	0.5409336809
362	0.5409186856
363	0.5409172101
364	0.5409048337
365	0.5408960364
366	0.5408825703
367	0.5408815394
368	0.5408682789
369	0.5408664583
370	0.5408514152
371	0.5408490562
372	0.5408402195
373	0.540825735
374	0.5408203969
375	0.5408177983
376	0.5408148401
377	0.5407988303
378	0.5407923894
379	0.5407797654
380	0.5407760851
381	0.540770781
382	0.5407598461
383	0.5407538027
384	0.5407472827
385	0.5407320273
386	0.5407235319
387	0.5407153783
388	0.5407051126
389	0.5406954908
390	0.5406921042
391	0.5406824758
392	0.540682398
393	0.540679768
394	0.5406752524
395	0.5406751542
396	0.5406693085
397	0.5406563153
398	0.5406453574
399	0.5406339175
400	0.5406335475
401	0.5406247082
402	0.540618911
403	0.5406180283
404	0.5406040309
405	0.5406008363
406	0.5405884606
407	0.5405764292
408	0.5405672109
409	0.5405561134
410	0.5405511775
411	0.5405452101
412	0.5405384848
413	0.5405315698
414	0.5405214515
415	0.5405168318
416	0.5405114282
417	0.5405050474
418	0.5405045465
419	0.5404967832
420	0.5404940358
421	0.5404878948
422	0.5404797012
423	0.5404763599
424	0.5404749479
425	0.5404731831
426	0.5404640752
427	0.5404569525
428	0.5404544869
429	0.5404433855
430	0.5404327361
431	0.5404261569
432	0.5404200565
433	0.5404128741
434	0.5404070291
435	0.540407217
436	0.5403975991
437	0.5403926421
438	0.5403885627
439	0.5403804111
440	0.540378151
441	0.5403744652
442	0.5403770174
443	0.5403730186
444	0.540365945
445	0.5403654197
446	0.5403522548
447	0.5403458681
448	0.5403415975
449	0.5403395326
450	0.5403386301
451	0.5403295453
452	0.5403232601
453	0.5403126501
454	0.5403073473
455	0.540297918
456	0.5402951647
457	0.5402931024
458	0.5402903537
459	0.5402810208
460	0.5402727675
461	0.5402742077
462	0.540273767
463	0.5402688054
464	0.5402674196
465	0.5402678518
466	0.5402659853
467	0.5402616041
468	0.5402568894
469	0.5402524209
470	0.5402497581
471	0.5402458778
472	0.5402448948
473	0.5402416504
474	0.5402379417
475	0.5402370569
476	0.540235584
477	0.5402309092
478	0.540227469
479	0.5402228369
480	0.5402201825
481	0.5402211014
482	0.5402157468
483	0.540214849
484	0.5402063044
485	0.5402023664
486	0.5402002897
487	0.5401939044
488	0.5401903188
489	0.5401874208
490	0.5401851117
491	0.540178579
492	0.5401763699
493	0.540169054
494	0.5401630131
495	0.5401613465
496	0.5401575643
497	0.5401566671
498	0.5401533303
499	0.5401536238
500	0.5401520042
501	0.5401495843
502	0.5401477669
503	0.5401460471
504	0.5401406442
505	0.5401379905
506	0.540133078
507	0.5401298382
508	0.5401272854
509	0.540127975
510	0.5401248314
511	0.5401249696
512	0.5401226145
513	0.5401188744
514	0.5401181094
515	0.540114772
516	0.5401144655
517	0.5401141623
518	0.5401121897
519	0.5401086518
520	0.5401072654
521	0.5401063334
522	0.5401048128
523	0.5401054899
524	0.540104186
525	0.5401023706
526	0.5401009462
527	0.5400949053
528	0.5400925875
529	0.5400911147
530	0.5400902705
531	0.5400889246
532	0.5400895873
533	0.5400829982
534	0.5400843742
535	0.5400862819
536	0.5400846538
537	0.540083082
538	0.5400827322
539	0.5400789449
540	0.5400782081
541	0.5400794289
542	0.5400766757
543	0.5400768656
544	0.5400740102
545	0.5400738137
546	0.5400736643
547	0.5400738051
548	0.5400722353
549	0.5400717441
550	0.5400705143
551	0.5400687466
552	0.540065159
553	0.5400645729
554	0.5400662861
555	0.5400630921
556	0.5400639777
557	0.5400623999
558	0.5400620554
559	0.5400591058
560	0.5400591568
561	0.5400573827
562	0.5400557074
563	0.5400519738
564	0.5400535403
565	0.5400498086
566	0.5400486232
567	0.5400481812
568	0.5400468045
569	0.5400477326
570	0.5400478262
571	0.5400477724
572	0.5400429595
573	0.5400426117
574	0.5400419745
575	0.5400396614
576	0.5400375826
577	0.5400391007
578	0.5400376284
579	0.5400386068
580	0.5400373749
581	0.5400366814
582	0.5400383023
583	0.5400335392
584	0.5400326065
585	0.5400338777
586	0.5400323518
587	0.540032038
588	0.5400304656
589	0.5400298735
590	0.5400275164
591	0.5400261917
592	0.5400240769
593	0.5400229779
594	0.5400209653
595	0.5400235673
596	0.54002386
597	0.5400227794
598	0.5400214042
599	0.5400191938
600	0.5400182612
601	0.5400177681
602	0.5400198801
603	0.5400177661
604	0.5400164865
605	0.5400159933
606	0.5400157949
607	0.5400159899
608	0.5400129945
609	0.5400148564
610	0.5400113683
611	0.5400099438
612	0.5400112216
613	0.5400125464
614	0.5400128234
615	0.5400110048
616	0.5400101704
617	0.5400091886
618	0.5400051603
619	0.5400041767
620	0.5400051604
621	0.5400054543
622	0.5400042755
623	0.5400037307
624	0.5400030928
625	0.5400018117
626	0.5400044104
627	0.5400005799
628	0.5400018071
629	0.5400024908
630	0.5400037672
631	0.5400034713
632	0.5400014581
633	0.5400014095
634	0.5400021955
635	0.540000232
636	0.5400003316
637	0.5400018058
638	0.5400009217
639	0.54000131
640	0.5400013093
641	0.5400012609
642	0.5399970355
643	0.5399946281
644	0.5399951657
645	0.5399941184
646	0.5399933325
647	0.5399961774
648	0.5399940142
649	0.5399949972
650	0.5399928355
651	0.539991707
652	0.5399929795
653	0.539988756
654	0.5399880198
655	0.5399894934
656	0.5399889531
657	0.5399901791
658	0.5399896388
659	0.5399854638
660	0.5399867415
661	0.5399840897
662	0.5399850721
663	0.5399860551
664	0.539984778
665	0.5399837918
666	0.5399854611
667	0.5399829528
668	0.5399848186
669	0.539983983
670	0.5399848147
671	0.5399829973
672	0.5399831944
673	0.5399816239
674	0.5399790214
675	0.5399807411
676	0.5399808394
677	0.5399812185
678	0.5399813155
679	0.5399789591
680	0.539979893
681	0.5399786657
682	0.5399775845
683	0.5399785675
684	0.5399783212
685	0.5399778798
686	0.539977291
687	0.5399777332
688	0.5399777332
689	0.5399796003
690	0.5399770468
691	0.5399784679
692	0.5399752255
693	0.5399757166
694	0.5399761588
695	0.5399739504
696	0.5399751201
697	0.5399724199
698	0.5399724696
699	0.5399742292
700	0.5399736372
701	0.5399717675
702	0.5399714733
703	0.539973537
704	0.5399725062
705	0.5399736332
706	0.5399740229
707	0.5399699945
708	0.5399704379
709	0.5399690607
710	0.5399689139
711	0.539971958
712	0.5399704353
713	0.5399699933
714	0.5399697974
715	0.5399718126
716	0.5399702913
717	0.5399725507
718	0.5399712749
719	0.5399666552
720	0.5399675407
721	0.5399685243
722	0.5399657705
723	0.5399645307
724	0.5399648247
725	0.5399665444
726	0.5399653178
727	0.5399659576
728	0.5399635483
729	0.5399644815
730	0.5399638437
731	0.539967037
732	0.5399636
733	0.5399620695
734	0.539960351
735	0.5399614204
736	0.5399602422
737	0.5399608329
738	0.5399624021
739	0.5399628441
740	0.5399625965
741	0.5399630897
742	0.5399604367
743	0.5399611629
744	0.5399611629
745	0.5399623928
746	0.5399616089
747	0.5399583181
748	0.5399587627
749	0.5399617608
750	0.5399600437
751	0.5399608296
752	0.5399585702
753	0.5399580797
754	0.5399585728
755	0.5399582781
756	0.5399586605
757	0.5399605277
758	0.5399595963
759	0.5399589578
760	0.5399605263
761	0.5399574299
762	0.5399573828
763	0.539956794
764	0.539956796
765	0.5399561064
766	0.5399561064
767	0.5399565975
768	0.5399550271
769	0.5399565989
770	0.5399572872
771	0.5399579748
772	0.5399573861
773	0.5399567973
774	0.5399570888
775	0.5399571392
776	0.539957041
777	0.5399577777
778	0.5399570901
779	0.5399570901
780	0.5399570901
781	0.5399573842
782	0.5399575713
783	0.5399534447
784	0.5399526609
785	0.5399526144
786	0.5399534979
787	0.5399534481
788	0.53995226
789	0.5399528003
790	0.5399527506
791	0.5399529006
792	0.539953638
793	0.5399541318
794	0.5399541344
795	0.5399541344
796	0.5399542326
797	0.5399522209
798	0.5399538908
799	0.5399528594
800	0.5399516274
801	0.5399551161
802	0.5399549714
803	0.5399544312
804	0.5399565439
805	0.5399536956
806	0.5399527047
807	0.5399537879
808	0.5399538881
809	0.5399505475
810	0.5399528561
811	0.5399518272
812	0.5399516798
813	0.5399508914
814	0.5399516779
815	0.5399531049
816	0.5399529575
817	0.5399526158
818	0.5399521724
819	0.5399501094
820	0.5399510918
821	0.5399536433
822	0.539950207
823	0.539950503
824	0.5399491775
825	0.5399504028
826	0.5399503046
827	0.5399478002
828	0.5399486378
829	0.5399499169
830	0.5399494749
831	0.5399490819
832	0.5399495265
833	0.5399486424
834	0.5399489371
835	0.5399494768
836	0.5399475586
837	0.5399496241
838	0.5399496241
839	0.5399477583
840	0.5399490858
841	0.5399486948
842	0.5399488422
843	0.5399481055
844	0.5399476614
845	0.5399476614
846	0.5399486464
847	0.5399467315
848	0.5399473726
849	0.5399471257
850	0.5399472246
851	0.5399470302
852	0.5399463917
853	0.5399464413
854	0.5399457537
855	0.539947522
856	0.5399482594
857	0.539947072
858	0.539947072
859	0.5399489856
860	0.5399490838
861	0.5399474656
862	0.5399485482
863	0.5399488429
864	0.5399492358
865	0.5399464872
866	0.5399475684
867	0.5399481094
868	0.5399474709
869	0.5399496327
870	0.5399474244
871	0.539946002
872	0.5399468867
873	0.5399482633
874	0.5399470281
875	0.5399465861
876	0.53994629
877	0.5399477655
878	0.5399467832
879	0.5399456064
880	0.5399455572
881	0.5399452625
882	0.5399452625
883	0.5399453116
884	0.5399436409
885	0.5399442304
886	0.539945607
887	0.5399461964
888	0.5399445735
889	0.5399441315
890	0.5399436424
891	0.5399436423
892	0.5399440366
893	0.5399432487
894	0.5399436908
895	0.5399428558
896	0.5399444281
897	0.5399443306
898	0.5399452613
899	0.5399455978
900	0.5399455978
901	0.5399457943
902	0.5399457943
903	0.5399459417
904	0.5399459908
905	0.539946089
906	0.5399458932
907	0.5399458932
908	0.5399457438
909	0.5399470209
910	0.5399478559
911	0.539948053
912	0.5399476608
913	0.5399476541
914	0.5399476541
915	0.5399487347
916	0.5399475559
917	0.5399460326
918	0.5399460326
919	0.5399465729
920	0.5399469679
921	0.5399469685
922	0.5399472652
923	0.5399484931
924	0.5399472148
925	0.5399459377
926	0.5399461813
927	0.5399462304
928	0.5399456416
929	0.539945199
930	0.5399462304
931	0.5399455932
932	0.5399456914
933	0.5399443652
934	0.5399443161
935	0.5399452009
936	0.5399453994
937	0.5399447117
938	0.5399425505
939	0.539943191
940	0.5399430928
941	0.5399440233
942	0.5399440233
943	0.5399436304
944	0.5399443659
945	0.5399465297
946	0.5399464314
947	0.5399448106
948	0.5399454982
949	0.5399459881
950	0.5399454007
951	0.5399454007
952	0.5399457936
953	0.5399442238
954	0.539945108
955	0.5399450594
956	0.5399448139
957	0.5399442265
958	0.5399449638
959	0.5399466844
960	0.539945702
961	0.539945702
962	0.5399449652
963	0.5399449652
964	0.5399449646
965	0.5399454557
966	0.5399453083
967	0.5399457013
968	0.5399451119
969	0.5399449174
970	0.5399441826
971	0.5399442808
972	0.539943937
973	0.5399437405
974	0.5399432494
975	0.5399432494
976	0.5399432494
977	0.5399432494
978	0.5399432494
979	0.5399432494
980	0.5399432494
981	0.5399432494
982	0.5399432494
983	0.5399419232
984	0.5399418741
985	0.5399418741
986	0.5399431512
987	0.5399432985
988	0.5399432985
989	0.5399432985
990	0.5399435441
991	0.5399430549
992	0.5399435952
993	0.539941485
994	0.5399404536
995	0.5399407974
996	0.5399408465
997	0.5399403567
998	0.5399418787
999	0.539940798
